CustomerID,frequency,recency,T,monetary_value,predicted_purchases_90d,prob_alive,clv_12months,clv_segment
12347,6.0,365.0,367.0,599.7016666666667,1.4940636052789615,0.9986927779642301,3460.8737457586644,Premium CLV
12348,3.0,283.0,358.0,301.48,0.9170684113055239,0.9929725516495252,1104.3153885780994,Medium CLV
12352,6.0,260.0,296.0,368.25666666666666,1.7663086639093863,0.9973419765452343,2513.4607294999096,High CLV
12356,2.0,303.0,325.0,269.90500000000003,0.7746971478839064,0.9930755037189128,864.1575316022369,Medium CLV
12358,1.0,149.0,150.0,683.2,0.9274382534302041,0.9533436442544492,2890.453635646916,Premium CLV
12359,3.0,274.0,331.0,1941.6933333333334,0.9769307099391544,0.9940862350531372,7550.235640977192,Premium CLV
12360,2.0,148.0,200.0,789.24,1.1030220821536287,0.9884568863641706,3579.6243445956484,Premium CLV
12362,9.0,292.0,295.0,527.4588888888889,2.4744687766588997,0.9991325512627969,4989.097738964202,Premium CLV
12363,1.0,133.0,242.0,252.9,0.6192444371781483,0.8800079042535524,721.3619956866143,Low CLV
12364,3.0,105.0,112.0,229.7266666666667,2.0393366310961047,0.9964303896325187,1870.9976223223453,High CLV
12370,3.0,309.0,360.0,651.6233333333333,0.9146117530497494,0.9947302864475353,2375.373632105291,High CLV
12371,1.0,15.0,59.0,360.0,1.3970117240818969,0.8925415621791982,2302.879118567919,High CLV
12372,2.0,225.0,296.0,449.41,0.82876967551683,0.9882229017457895,1534.992750510336,High CLV
12375,1.0,88.0,98.0,227.20000000000002,1.1756184329157162,0.9471391307184722,1230.7856393107497,Medium CLV
12377,1.0,39.0,354.0,626.6,0.23848733507951397,0.45304303320251516,682.9278061672769,Low CLV
12379,1.0,89.0,170.0,392.4,0.7963029684495664,0.8866130274069833,1431.2640948706064,Medium CLV
12380,3.0,164.0,185.0,705.7533333333332,1.4973254072624218,0.9956292583270971,4207.714245152225,Premium CLV
12381,4.0,115.0,119.0,144.14249999999998,2.403028382202719,0.9976942910325896,1363.7683094797749,Medium CLV
12383,4.0,168.0,352.0,312.46,1.0933648395915745,0.9593830868834062,1342.207846089643,Medium CLV
12384,1.0,93.0,121.0,292.58000000000004,1.0337374715788092,0.9344730311364562,1389.0992586514851,Medium CLV
12386,1.0,29.0,366.0,143.0,0.19741145228394574,0.38513446670471396,131.54085400862175,Low CLV
12388,5.0,311.0,326.0,469.872,1.424253083304534,0.9980003576025693,2601.6037223397157,High CLV
12393,3.0,260.0,332.0,373.3666666666666,0.9734030414245141,0.9928474933136904,1450.3901120946898,Medium CLV
12394,1.0,154.0,217.0,891.4,0.6993360568618421,0.9191157035125654,2841.7506907818756,High CLV
12395,10.0,352.0,371.0,267.253,2.261053615306846,0.9988416620406807,2307.2124038990064,High CLV
12397,1.0,100.0,135.0,1195.09,0.9650029045271366,0.9300876034032445,5248.246016559617,Premium CLV
12399,3.0,142.0,261.0,273.53333333333336,1.1548988177926947,0.9799315532599572,1261.8086438587397,Medium CLV
12406,1.0,161.0,183.0,1794.05,0.8068484723796001,0.9431820084087015,6583.430621595524,Premium CLV
12407,4.0,215.0,264.0,370.455,1.415962499536062,0.9952441689465908,2059.216484266289,High CLV
12408,3.0,228.0,260.0,683.6533333333333,1.1763448019736462,0.9952873559207205,3203.7202413116656,Premium CLV
12409,2.0,104.0,182.0,2432.795,1.1670552378366559,0.9810058062640886,11654.981826009982,Premium CLV
12412,2.0,95.0,169.0,356.19,1.2256758890964539,0.9811038854715128,1799.7886365063257,High CLV
12413,2.0,271.0,337.0,139.425,0.7503242068104676,0.9896168827443391,435.08852285182684,Low CLV
12414,2.0,93.0,310.0,204.325,0.7385301161417039,0.9125280746461047,624.949766315766,Low CLV
12415,15.0,313.0,337.0,7860.21,3.493069008745559,0.9987997191490593,104066.01969779194,Premium CLV
12417,8.0,354.0,357.0,419.72,1.9301307842088278,0.9990289803982864,3105.981382970082,Premium CLV
12421,3.0,304.0,319.0,216.53,1.0079071199984966,0.9963960537668483,872.9558219364851,Medium CLV
12422,2.0,229.0,324.0,282.53,0.7706868525448997,0.9855565082315291,899.623071974755,Medium CLV
12423,7.0,353.0,353.0,231.6257142857143,1.7445090653607083,0.9989414982686545,1555.9643384972596,High CLV
12427,2.0,350.0,371.0,261.15,0.6975988747046753,0.9932671778026484,753.2204833972058,Low CLV
12428,6.0,258.0,283.0,497.8733333333334,1.8287766240934462,0.9978591561331183,3516.6284933747365,Premium CLV
12429,3.0,356.0,365.0,822.9666666666667,0.9063344628718853,0.9966722690274261,2971.723614246953,Premium CLV
12431,13.0,338.0,373.0,471.4769230769231,2.8320555535263665,0.9983145443074026,5073.479647409407,Premium CLV
12432,2.0,130.0,172.0,871.33,1.221857409595109,0.9893607247164847,4375.911089497996,Premium CLV
12433,5.0,373.0,373.0,2291.346,1.280309608210392,0.998430239582029,11392.283655454397,Premium CLV
12434,1.0,176.0,260.0,519.89,0.6074883881521859,0.9100263474227298,1444.3165842516753,Medium CLV
12435,1.0,188.0,267.0,3850.9,0.5989009592528896,0.9150758618199345,10483.98796316427,Premium CLV
12437,14.0,330.0,331.0,325.6221428571429,3.331686261878243,0.9994866636939902,4118.4798115762605,Premium CLV
12438,1.0,126.0,140.0,2016.78,0.9602906222648877,0.9460688460442261,8802.955084675781,Premium CLV
12444,4.0,150.0,171.0,783.8149999999999,1.9227804095560945,0.9966927817319885,5905.736881283243,Premium CLV
12449,3.0,165.0,187.0,1069.4533333333334,1.4864259062033545,0.9955623150875701,6326.070966696063,Premium CLV
12450,1.0,17.0,173.0,96.0,0.5908045419671432,0.6653836437306738,267.1790193983373,Low CLV
12451,4.0,314.0,324.0,1529.0025,1.2137909923951242,0.9976273219922597,7273.853500333606,Premium CLV
12455,5.0,223.0,296.0,156.592,1.5283545214525627,0.9937633448935047,933.1762517095218,Medium CLV
12456,2.0,210.0,254.0,1120.435,0.9321771274132931,0.9907050146424844,4293.115721054324,Premium CLV
12457,6.0,173.0,239.0,282.33,2.063290723788633,0.9931006909518567,2251.572142518881,High CLV
12458,1.0,213.0,284.0,505.48,0.5765137105107268,0.922747363318277,1333.1378360798105,Medium CLV
12461,1.0,60.0,154.0,200.0,0.8166678753031327,0.8534412624086194,754.6660625372854,Low CLV
12462,1.0,285.0,303.0,427.48,0.5637853438777856,0.9481446956929992,1104.0888887419844,Medium CLV
12463,3.0,188.0,241.0,331.40333333333336,1.2412549428216493,0.9932466101841664,1641.641992721074,High CLV
12464,6.0,299.0,309.0,166.35833333333332,1.7107225295860102,0.9984668687245913,1101.9619705850769,Medium CLV
12465,1.0,152.0,169.0,301.25,0.8523643199145042,0.9453895225737404,1179.419649302764,Medium CLV
12468,1.0,129.0,316.0,508.95000000000005,0.46372791640628463,0.8056312942319965,1079.8293351109448,Medium CLV
12471,19.0,362.0,364.0,919.138947368421,4.080411871181553,0.9996075782464303,14183.616931060998,Premium CLV
12472,6.0,337.0,369.0,823.4683333333334,1.4862448364960543,0.9978117532968981,4726.088252257914,Premium CLV
12473,3.0,162.0,191.0,1088.7866666666666,1.4644570463787716,0.9949970518204089,6345.280062888522,Premium CLV
12474,16.0,312.0,329.0,445.399375,3.7753543000527223,0.9991102896697562,6371.675513714015,Premium CLV
12476,9.0,346.0,361.0,755.9966666666667,2.11194681311339,0.9988574790396172,6103.024489172458,Premium CLV
12477,5.0,279.0,301.0,2172.7580000000003,1.5148016050036819,0.9977007877635322,12778.348591212254,Premium CLV
12480,3.0,308.0,336.0,821.7933333333334,0.9671890841998402,0.9958528675671067,3166.4163252489957,Premium CLV
12481,7.0,343.0,365.0,776.7057142857144,1.697569011821152,0.9983796315709925,5069.382544085385,Premium CLV
12483,7.0,322.0,339.0,276.7742857142857,1.8006147647885058,0.9985017944485013,1918.2647801182352,High CLV
12484,5.0,304.0,336.0,680.61,1.3899679163224978,0.9973740104713366,3676.0725234488586,Premium CLV
12488,2.0,66.0,75.0,372.635,1.94597791095894,0.9930347480152133,2986.1019706352486,Premium CLV
12490,9.0,324.0,329.0,505.96777777777777,2.2736919966893376,0.9990932543957666,4398.148413514779,Premium CLV
12492,1.0,42.0,105.0,136.82,1.0556760717678504,0.8820993945791691,672.551663587082,Low CLV
12493,1.0,32.0,197.0,201.24,0.5617950412213748,0.69033414251764,522.4888130204162,Low CLV
12494,6.0,350.0,365.0,198.08333333333334,1.5001409778467474,0.9983691521856396,1150.1346368091195,Medium CLV
12498,1.0,36.0,57.0,156.45,1.479463942154415,0.9325654330490267,1073.6483164825283,Medium CLV
12500,9.0,310.0,333.0,434.76444444444445,2.250992539947315,0.99855646317261,3742.017325826897,Premium CLV
12502,4.0,214.0,309.0,776.655,1.2504849340603084,0.9905737659464433,3808.422693440929,Premium CLV
12504,1.0,12.0,30.0,32.65,1.8086407553306285,0.9311782588461778,297.44136328072494,Low CLV
12507,2.0,164.0,298.0,429.325,0.812897079660305,0.9743135447731928,1438.5916043377847,Medium CLV
12508,1.0,3.0,29.0,123.08,1.7936160274292101,0.9157691891589792,1029.9115001348696,Medium CLV
12510,1.0,183.0,325.0,301.52,0.49228287251464875,0.8741698921873872,682.4744783069636,Low CLV
12516,1.0,103.0,180.0,728.86,0.7750530335420751,0.8960770755187167,2576.768006373381,High CLV
12517,3.0,162.0,190.0,578.63,1.4698014109475732,0.9950780744181058,3387.775569471762,Premium CLV
12518,4.0,110.0,110.0,433.015,2.5116333161786346,0.9979304380808375,4263.738882849103,Premium CLV
12520,4.0,194.0,273.0,411.71,1.376192774985224,0.9918637456131992,2223.801752998584,High CLV
12522,1.0,12.0,51.0,103.32,1.4865857187029559,0.8989072141356045,720.7337222803933,Low CLV
12523,10.0,312.0,331.0,168.68200000000002,2.4756302233355894,0.998785382128236,1595.5246258942925,High CLV
12524,7.0,324.0,333.0,592.6185714285714,1.8265522416150637,0.9987266394672297,4162.232641928789,Premium CLV
12526,2.0,94.0,94.0,398.17999999999995,1.7475843960739568,0.9943020711571516,2865.2198771584785,Premium CLV
12527,2.0,244.0,325.0,108.09500000000003,0.7704468224177308,0.9876270596206984,347.64434952720467,Low CLV
12528,5.0,303.0,312.0,287.99,1.4740829930421524,0.9981775676370962,1651.8728695044938,High CLV
12530,3.0,277.0,336.0,424.96000000000004,0.9653779738490494,0.9939880828359932,1636.581038500022,High CLV
12535,1.0,95.0,186.0,344.9,0.7441472172647638,0.879426775408668,1177.255919146845,Medium CLV
12536,1.0,16.0,59.0,8322.12,1.4006806582696658,0.8948856199956321,52863.80332211126,Premium CLV
